SaleID,Time,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity
12005278,4/1/2023 9:56,D0095,Tiagabine,Respiratory,96,2023-09,10
12005279,4/1/2023 9:57,D0076,Enalapril,Antiviral,112,2023-07,5
12005279,4/1/2023 9:57,D0093,Galantamine,Immunosuppressant,165,2023-08,4
12005279,4/1/2023 9:57,D0003,Glipizide,Dermatological,97,2024-01,7
12005280,4/1/2023 9:58,D0076,Enalapril,Antiviral,112,2023-11,2
12005281,4/1/2023 9:59,D0029,Alprazolam,Analgesic,141,2023-11,7
12005281,4/1/2023 9:59,D0030,Montelukast,Dermatological,93,2023-08,6
12005281,4/1/2023 9:59,D0029,Oxycodone,Cardiovascular,87,2023-12,7
12005282,4/1/2023 10:00,D0071,Insulin Glargine,Dermatological,46,2023-05,7
12005282,4/1/2023 10:00,D0049,Donepezil,Antiviral,184,2023-06,8
12005282,4/1/2023 10:00,D0056,Lactulose,Hormonal,184,2023-12,9
12005282,4/1/2023 10:00,D0098,Tamsulosin,Oncology,122,2024-01,2
12005283,4/1/2023 10:01,D0070,Sildenafil,Hormonal,39,2023-11,10
12005283,4/1/2023 10:01,D0073,Quetiapine,Oncology,41,2023-11,5
12005283,4/1/2023 10:01,D0024,Lubiprostone,Gastrointestinal,27,2024-02,9
12005283,4/1/2023 10:01,D0001,Amlodipine,Antiviral,160,2024-01,3
12005284,4/1/2023 10:02,D0051,Ciprofloxacin,Psychotropic,106,2024-01,4
12005284,4/1/2023 10:02,D0059,Sertraline,Diabetes,200,2023-11,3
12005284,4/1/2023 10:02,D0065,Trazodone,Psychotropic,45,2023-12,6
12005284,4/1/2023 10:02,D0049,Metoprolol,Diabetes,66,2023-12,5
12005285,4/1/2023 10:03,D0070,Sildenafil,Hormonal,39,2024-01,9
12005285,4/1/2023 10:03,D0088,Furosemide,Hormonal,138,2023-09,4
12005286,4/1/2023 10:04,D0032,Esomeprazole,Gastrointestinal,138,2023-06,7
12005286,4/1/2023 10:04,D0026,Senna,Immunosuppressant,46,2023-05,3
12005287,4/1/2023 10:05,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-09,9
12005287,4/1/2023 10:05,D0099,Omeprazole,Psychotropic,116,2023-12,9
12005287,4/1/2023 10:05,D0071,Fenofibrate,Hormonal,115,2024-01,4
12005287,4/1/2023 10:05,D0062,Prednisone,Antihistamine,75,2024-01,8
12005287,4/1/2023 10:05,D0006,Escitalopram,Diabetes,110,2023-07,7
12005288,4/1/2023 10:06,D0088,Furosemide,Hormonal,138,2023-06,10
12005289,4/1/2023 10:07,D0068,Tetracycline,Immunosuppressant,149,2023-12,9
12005289,4/1/2023 10:07,D0022,Amoxicillin,Cardiovascular,31,2023-08,4
12005289,4/1/2023 10:07,D0052,Clonazepam,Oncology,181,2023-07,4
12005289,4/1/2023 10:07,D0076,Enalapril,Antiviral,112,2023-11,5
12005290,4/1/2023 10:08,D0003,Glipizide,Dermatological,97,2023-11,7
12005290,4/1/2023 10:08,D0056,Zolpidem,Antifungal,122,2023-05,4
12005290,4/1/2023 10:08,D0083,Pioglitazone,Diabetes,129,2023-09,7
12005290,4/1/2023 10:08,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-05,2
12005291,4/1/2023 10:09,D0093,Galantamine,Immunosuppressant,165,2023-06,4
12005291,4/1/2023 10:09,D0069,Linagliptin,Diabetes,78,2023-07,5
12005292,4/1/2023 10:10,D0010,Tramadol,Oncology,43,2024-03,9
12005292,4/1/2023 10:10,D0050,Lansoprazole,Analgesic,34,2023-08,1
12005292,4/1/2023 10:10,D0095,Valsartan,Oncology,44,2023-08,7
12005292,4/1/2023 10:10,D0093,Docusate,Neurological,70,2023-09,4
12005293,4/1/2023 10:11,D0062,Prednisone,Antihistamine,75,2023-05,10
12005293,4/1/2023 10:11,D0032,Esomeprazole,Gastrointestinal,138,2023-06,8
12005294,4/1/2023 10:12,D0058,Losartan,Psychotropic,126,2024-03,9
12005294,4/1/2023 10:12,D0083,Pioglitazone,Diabetes,129,2023-07,1
12005294,4/1/2023 10:12,D0100,Sitagliptin,Psychotropic,194,2024-01,3
12005295,4/1/2023 10:13,D0021,Atorvastatin,Immunosuppressant,70,2023-11,10
12005296,4/1/2023 10:14,D0022,Amoxicillin,Cardiovascular,31,2023-12,6
12005296,4/1/2023 10:14,D0030,Hydrochlorothiazide,Cardiovascular,164,2024-01,2
12005297,4/1/2023 10:15,D0068,Tetracycline,Immunosuppressant,149,2023-09,10
12005298,4/1/2023 10:16,D0010,Tramadol,Oncology,43,2023-06,7
12005299,4/1/2023 10:17,D0049,Donepezil,Antiviral,184,2023-08,8
12005299,4/1/2023 10:17,D0091,Metformin,Analgesic,56,2023-11,10
12005299,4/1/2023 10:17,D0093,Docusate,Neurological,70,2023-11,2
12005299,4/1/2023 10:17,D0100,Sitagliptin,Psychotropic,194,2023-05,4
12005300,4/1/2023 10:18,D0064,Azithromycin,Psychotropic,191,2023-05,10
12005300,4/1/2023 10:18,D0066,Latanoprost,Psychotropic,177,2024-01,2
12005301,4/1/2023 10:19,D0049,Metoprolol,Diabetes,66,2024-02,5
12005301,4/1/2023 10:19,D0068,Aripiprazole,Hormonal,183,2024-01,2
12005301,4/1/2023 10:19,D0036,Famotidine,Antihistamine,87,2024-01,7
12005301,4/1/2023 10:19,D0033,Mirtazapine,Antiviral,158,2023-07,3
12005302,4/1/2023 10:20,D0071,Fenofibrate,Hormonal,115,2023-05,10
12005302,4/1/2023 10:20,D0019,Warfarin,Antibiotic,28,2024-03,6
12005302,4/1/2023 10:20,D0034,Memantine,Cardiovascular,142,2023-08,4
12005302,4/1/2023 10:20,D0036,Famotidine,Antihistamine,87,2024-02,4
12005302,4/1/2023 10:20,D0093,Docusate,Neurological,70,2023-09,7
12005303,4/1/2023 10:21,D0001,Amlodipine,Antiviral,160,2023-11,1
12005303,4/1/2023 10:21,D0065,Trazodone,Psychotropic,45,2024-01,1
12005303,4/1/2023 10:21,D0093,Galantamine,Immunosuppressant,165,2023-05,7
12005303,4/1/2023 10:21,D0024,Lubiprostone,Gastrointestinal,27,2024-02,1
12005303,4/1/2023 10:21,D0099,Omeprazole,Psychotropic,116,2023-06,8
12005304,4/1/2023 10:22,D0068,Aripiprazole,Hormonal,183,2023-06,9
12005304,4/1/2023 10:22,D0069,Linagliptin,Diabetes,78,2023-05,6
12005305,4/1/2023 10:23,D0071,Fenofibrate,Hormonal,115,2023-07,10
12005305,4/1/2023 10:23,D0029,Nebivolol,Immunosuppressant,79,2023-09,8
12005305,4/1/2023 10:23,D0015,Cyclobenzaprine,Immunosuppressant,138,2024-01,1
12005305,4/1/2023 10:23,D0088,Furosemide,Hormonal,138,2023-10,7
12005306,4/1/2023 10:24,D0034,Memantine,Cardiovascular,142,2023-12,5
12005307,4/1/2023 10:25,D0022,Amoxicillin,Cardiovascular,31,2023-07,4
12005307,4/1/2023 10:25,D0079,Topiramate,Hormonal,29,2023-06,7
12005307,4/1/2023 10:25,D0068,Tetracycline,Immunosuppressant,149,2023-12,6
12005307,4/1/2023 10:25,D0018,Simvastatin,Respiratory,124,2023-06,2
12005308,4/1/2023 10:26,D0064,Azithromycin,Psychotropic,191,2023-08,3
12005308,4/1/2023 10:26,D0019,Warfarin,Antibiotic,28,2024-02,9
12005308,4/1/2023 10:26,D0050,Lansoprazole,Analgesic,34,2023-09,9
12005308,4/1/2023 10:26,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-10,4
12005308,4/1/2023 10:26,D0026,Senna,Immunosuppressant,46,2023-07,8
12005309,4/1/2023 10:27,D0026,Senna,Immunosuppressant,46,2023-11,8
12005309,4/1/2023 10:27,D0010,Tramadol,Oncology,43,2023-12,3
12005309,4/1/2023 10:27,D0021,Clopidogrel,Antiviral,78,2023-06,1
12005309,4/1/2023 10:27,D0073,Doxycycline,Cardiovascular,188,2023-07,7
12005310,4/1/2023 10:28,D0052,Clonazepam,Oncology,181,2023-05,9
12005310,4/1/2023 10:28,D0062,Prednisone,Antihistamine,75,2023-11,9
12005311,4/1/2023 10:29,D0088,Furosemide,Hormonal,138,2023-08,5
12005311,4/1/2023 10:29,D0058,Losartan,Psychotropic,126,2023-06,7
12005311,4/1/2023 10:29,D0099,Omeprazole,Psychotropic,116,2024-03,5
12005311,4/1/2023 10:29,D0059,Sertraline,Diabetes,200,2024-03,7
12005312,4/1/2023 10:30,D0095,Valsartan,Oncology,44,2023-08,9
12005313,4/1/2023 10:31,D0028,Dorzolamide,Immunosuppressant,28,2023-11,7
12005313,4/1/2023 10:31,D0029,Meloxicam,Antifungal,128,2023-11,10
12005313,4/1/2023 10:31,D0056,Lactulose,Hormonal,184,2023-11,4
12005313,4/1/2023 10:31,D0052,Clonazepam,Oncology,181,2024-01,1
12005313,4/1/2023 10:31,D0013,Travoprost,Dermatological,198,2023-12,3
12005314,4/1/2023 10:32,D0075,Risperidone,Antibiotic,129,2023-06,7
12005314,4/1/2023 10:32,D0012,Ibuprofen,Gastrointestinal,84,2023-06,4
12005314,4/1/2023 10:32,D0059,Sertraline,Diabetes,200,2023-06,5
12005315,4/1/2023 10:33,D0023,Nitroglycerin,Oncology,144,2023-12,10
12005315,4/1/2023 10:33,D0050,Lansoprazole,Analgesic,34,2024-01,4
12005315,4/1/2023 10:33,D0012,Ibuprofen,Gastrointestinal,84,2023-11,1
12005315,4/1/2023 10:33,D0068,Aripiprazole,Hormonal,183,2023-09,4
12005316,4/1/2023 10:34,D0003,Glipizide,Dermatological,97,2023-10,7
12005316,4/1/2023 10:34,D0029,Alprazolam,Analgesic,141,2023-06,1
12005316,4/1/2023 10:34,D0075,Risperidone,Antibiotic,129,2024-03,6
12005316,4/1/2023 10:34,D0010,Pravastatin,Dermatological,62,2023-08,10
12005317,4/1/2023 10:35,D0029,Meloxicam,Antifungal,128,2024-02,5
12005317,4/1/2023 10:35,D0030,Montelukast,Dermatological,93,2023-09,2
12005317,4/1/2023 10:35,D0023,Nitroglycerin,Oncology,144,2023-08,6
12005318,4/1/2023 10:36,D0071,Insulin Glargine,Dermatological,46,2023-09,2
12005318,4/1/2023 10:36,D0006,Escitalopram,Diabetes,110,2023-09,5
12005318,4/1/2023 10:36,D0036,Famotidine,Antihistamine,87,2023-12,2
12005318,4/1/2023 10:36,D0013,Travoprost,Dermatological,198,2024-01,3
12005319,4/1/2023 10:37,D0052,Clonazepam,Oncology,181,2023-06,7
12005319,4/1/2023 10:37,D0003,Glipizide,Dermatological,97,2024-03,8
12005320,4/1/2023 10:38,D0004,Duloxetine,Neurological,156,2023-12,4
12005320,4/1/2023 10:38,D0019,Warfarin,Antibiotic,28,2023-09,9
12005321,4/1/2023 10:39,D0010,Tramadol,Oncology,43,2023-10,9
12005321,4/1/2023 10:39,D0093,Docusate,Neurological,70,2023-09,2
12005321,4/1/2023 10:39,D0068,Aripiprazole,Hormonal,183,2024-02,3
12005321,4/1/2023 10:39,D0004,Duloxetine,Neurological,156,2023-06,1
12005321,4/1/2023 10:39,D0077,Digoxin,Antibiotic,186,2024-01,2
12005322,4/1/2023 10:40,D0018,Bimatoprost,Oncology,66,2023-05,2
12005322,4/1/2023 10:40,D0024,Irbesartan,Immunosuppressant,102,2023-06,1
12005322,4/1/2023 10:40,D0088,Fluoxetine,Antihistamine,56,2023-06,2
12005323,4/1/2023 10:41,D0012,Ibuprofen,Gastrointestinal,84,2023-12,2
12005323,4/1/2023 10:41,D0029,Meloxicam,Antifungal,128,2023-09,1
12005323,4/1/2023 10:41,D0091,Metformin,Analgesic,56,2023-09,2
12005323,4/1/2023 10:41,D0085,Pantoprazole,Immunosuppressant,50,2023-12,8
12005324,4/1/2023 10:42,D0088,Fluoxetine,Antihistamine,56,2023-11,1
12005324,4/1/2023 10:42,D0085,Pantoprazole,Immunosuppressant,50,2024-02,4
12005324,4/1/2023 10:42,D0080,Carvedilol,Antifungal,176,2023-11,9
12005325,4/1/2023 10:43,D0028,Dorzolamide,Immunosuppressant,28,2024-03,5
12005325,4/1/2023 10:43,D0073,Doxycycline,Cardiovascular,188,2023-10,1
12005325,4/1/2023 10:43,D0064,Azithromycin,Psychotropic,191,2023-09,2
12005325,4/1/2023 10:43,D0085,Rivastigmine,Hormonal,72,2024-02,1
12005326,4/1/2023 10:44,D0085,Rivastigmine,Hormonal,72,2023-11,4
12005326,4/1/2023 10:44,D0048,Citalopram,Immunosuppressant,187,2023-06,6
12005326,4/1/2023 10:44,D0075,Diclofenac,Neurological,148,2023-10,6
12005327,4/1/2023 10:45,D0068,Tetracycline,Immunosuppressant,149,2023-09,9
12005328,4/1/2023 10:46,D0065,Trazodone,Psychotropic,45,2024-02,8
12005328,4/1/2023 10:46,D0042,Saxagliptin,Antibiotic,189,2024-03,8
12005328,4/1/2023 10:46,D0010,Tramadol,Oncology,43,2023-11,7
12005329,4/1/2023 10:47,D0068,Aripiprazole,Hormonal,183,2023-09,1
12005329,4/1/2023 10:47,D0051,Olmesartan,Analgesic,170,2023-11,4
12005330,4/1/2023 10:48,D0083,Gabapentin,Analgesic,170,2023-06,2
12005330,4/1/2023 10:48,D0079,Topiramate,Hormonal,29,2023-08,1
12005330,4/1/2023 10:48,D0059,Venlafaxine,Dermatological,58,2023-10,2
12005330,4/1/2023 10:48,D0006,Escitalopram,Diabetes,110,2023-08,4
12005330,4/1/2023 10:48,D0019,Amiodarone,Psychotropic,127,2023-11,2
12005331,4/1/2023 10:49,D0024,Lubiprostone,Gastrointestinal,27,2024-03,10
12005331,4/1/2023 10:49,D0088,Bupropion,Respiratory,27,2024-02,7
12005331,4/1/2023 10:49,D0005,Brimonidine,Hormonal,156,2023-06,4
12005332,4/1/2023 10:50,D0023,Nitroglycerin,Oncology,144,2024-03,4
12005333,4/1/2023 10:51,D0083,Pioglitazone,Diabetes,129,2023-11,10
12005333,4/1/2023 10:51,D0004,Levetiracetam,Immunosuppressant,184,2024-01,2
12005333,4/1/2023 10:51,D0021,Atorvastatin,Immunosuppressant,70,2023-08,6
12005333,4/1/2023 10:51,D0017,Polyethylene Glycol,Diabetes,111,2023-09,2
12005334,4/1/2023 10:52,D0091,Ranitidine,Diabetes,185,2023-06,4
12005334,4/1/2023 10:52,D0062,Prednisone,Antihistamine,75,2023-08,9
