SaleID,Time,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity
12005240.0,4/1/2023 9:18,D0060,Lamotrigine,Antihistamine,166.0,2023-11,7.0
12005240.0,4/1/2023 9:18,D0051,Ciprofloxacin,Psychotropic,106.0,2023-05,3.0
12005240.0,4/1/2023 9:18,D0029,Alprazolam,Analgesic,141.0,2023-12,7.0
12005240.0,4/1/2023 9:18,D0076,Enalapril,Antiviral,112.0,2023-06,7.0
12005241.0,4/1/2023 9:19,D0052,Clonazepam,Oncology,181.0,2023-07,8.0
12005242.0,4/1/2023 9:20,D0033,Mirtazapine,Antiviral,158.0,2023-08,10.0
12005243.0,4/1/2023 9:21,D0028,Dorzolamide,Immunosuppressant,28.0,2024-02,2.0
12005243.0,4/1/2023 9:21,D0033,Mirtazapine,Antiviral,158.0,2023-05,8.0
12005243.0,4/1/2023 9:21,D0063,Selegiline,Neurological,82.0,2023-12,5.0
12005244.0,4/1/2023 9:22,D0079,Topiramate,Hormonal,29.0,2023-06,7.0
12005244.0,4/1/2023 9:22,D0073,Quetiapine,Oncology,41.0,2023-05,10.0
12005244.0,4/1/2023 9:22,D0050,Lansoprazole,Analgesic,34.0,2023-10,5.0
12005245.0,4/1/2023 9:23,D0030,Allopurinol,Gastrointestinal,123.0,2024-02,10.0
12005245.0,4/1/2023 9:23,D0030,Montelukast,Dermatological,93.0,2023-12,2.0
12005245.0,4/1/2023 9:23,D0028,Dorzolamide,Immunosuppressant,28.0,2023-08,8.0
12005246.0,4/1/2023 9:24,D0068,Tetracycline,Immunosuppressant,149.0,2023-11,7.0
12005247.0,4/1/2023 9:25,D0059,Venlafaxine,Dermatological,58.0,2023-06,4.0
12005247.0,4/1/2023 9:25,D0063,Selegiline,Neurological,82.0,2024-02,2.0
12005247.0,4/1/2023 9:25,D0021,Clopidogrel,Antiviral,78.0,2024-02,1.0
12005247.0,4/1/2023 9:25,D0083,Gabapentin,Analgesic,170.0,2023-09,7.0
12005247.0,4/1/2023 9:25,D0051,Olmesartan,Analgesic,170.0,2024-03,1.0
12005248.0,4/1/2023 9:26,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2024-01,3.0
12005248.0,4/1/2023 9:26,D0081,Propranolol,Gastrointestinal,140.0,2024-02,7.0
12005248.0,4/1/2023 9:26,D0098,Tamsulosin,Oncology,122.0,2023-08,10.0
12005249.0,4/1/2023 9:27,D0081,Propranolol,Gastrointestinal,140.0,2023-05,3.0
12005249.0,4/1/2023 9:27,D0026,Senna,Immunosuppressant,46.0,2024-03,8.0
12005249.0,4/1/2023 9:27,D0057,Nizatidine,Cardiovascular,50.0,2023-07,3.0
12005250.0,4/1/2023 9:28,D0083,Acetaminophen,Neurological,75.0,2023-07,7.0
12005250.0,4/1/2023 9:28,D0085,Pantoprazole,Immunosuppressant,50.0,2023-05,5.0
12005251.0,4/1/2023 9:29,D0085,Rivastigmine,Hormonal,72.0,2023-05,2.0
12005252.0,4/1/2023 9:30,D0085,Pantoprazole,Immunosuppressant,50.0,2023-11,9.0
12005252.0,4/1/2023 9:30,D0077,Digoxin,Antibiotic,186.0,2024-03,2.0
12005252.0,4/1/2023 9:30,D0052,Cephalexin,Antibiotic,64.0,2023-09,2.0
12005252.0,4/1/2023 9:30,D0083,Pioglitazone,Diabetes,129.0,2023-08,8.0
12005252.0,4/1/2023 9:30,D0075,Risperidone,Antibiotic,129.0,2024-02,5.0
12005253.0,4/1/2023 9:31,D0042,Saxagliptin,Antibiotic,189.0,2023-11,10.0
12005253.0,4/1/2023 9:31,D0049,Metoprolol,Diabetes,66.0,2024-03,8.0
12005253.0,4/1/2023 9:31,D0076,Enalapril,Antiviral,112.0,2024-01,7.0
12005254.0,4/1/2023 9:32,D0073,Quetiapine,Oncology,41.0,2024-03,6.0
12005254.0,4/1/2023 9:32,D0088,Furosemide,Hormonal,138.0,2024-03,3.0
12005254.0,4/1/2023 9:32,D0067,Clindamycin,Respiratory,189.0,2023-12,4.0
12005255.0,4/1/2023 9:33,D0032,Esomeprazole,Gastrointestinal,138.0,2023-06,8.0
12005255.0,4/1/2023 9:33,D0033,Cetirizine,Respiratory,193.0,2023-05,6.0
12005256.0,4/1/2023 9:34,D0033,Mirtazapine,Antiviral,158.0,2023-08,8.0
12005257.0,4/1/2023 9:35,D0001,Amlodipine,Antiviral,160.0,2023-12,9.0
12005257.0,4/1/2023 9:35,D0041,Lorazepam,Neurological,149.0,2023-10,1.0
12005257.0,4/1/2023 9:35,D0065,Trazodone,Psychotropic,45.0,2023-05,8.0
12005258.0,4/1/2023 9:36,D0080,Carvedilol,Antifungal,176.0,2023-10,8.0
12005258.0,4/1/2023 9:36,D0004,Duloxetine,Neurological,156.0,2023-05,4.0
12005258.0,4/1/2023 9:36,D0058,Losartan,Psychotropic,126.0,2024-01,1.0
12005259.0,4/1/2023 9:37,D0099,Omeprazole,Psychotropic,116.0,2023-11,9.0
12005259.0,4/1/2023 9:37,D0004,Levetiracetam,Immunosuppressant,184.0,2023-07,2.0
12005260.0,4/1/2023 9:38,D0068,Tetracycline,Immunosuppressant,149.0,2023-10,8.0
12005260.0,4/1/2023 9:38,D0026,Senna,Immunosuppressant,46.0,2023-10,9.0
12005260.0,4/1/2023 9:38,D0095,Tiagabine,Respiratory,96.0,2023-05,3.0
12005261.0,4/1/2023 9:39,D0012,Ibuprofen,Gastrointestinal,84.0,2023-11,10.0
12005261.0,4/1/2023 9:39,D0064,Azithromycin,Psychotropic,191.0,2024-02,5.0
12005262.0,4/1/2023 9:40,D0064,Azithromycin,Psychotropic,191.0,2024-01,4.0
12005262.0,4/1/2023 9:40,D0019,Warfarin,Antibiotic,28.0,2023-10,3.0
12005262.0,4/1/2023 9:40,D0093,Docusate,Neurological,70.0,2023-06,5.0
12005262.0,4/1/2023 9:40,D0050,Lansoprazole,Analgesic,34.0,2023-08,7.0
12005262.0,4/1/2023 9:40,D0049,Donepezil,Antiviral,184.0,2024-01,9.0
12005263.0,4/1/2023 9:41,D0056,Lactulose,Hormonal,184.0,2023-05,6.0
12005263.0,4/1/2023 9:41,D0019,Amiodarone,Psychotropic,127.0,2023-05,7.0
12005263.0,4/1/2023 9:41,D0071,Insulin Glargine,Dermatological,46.0,2023-08,1.0
12005263.0,4/1/2023 9:41,D0041,Lorazepam,Neurological,149.0,2023-05,1.0
12005263.0,4/1/2023 9:41,D0083,Acetaminophen,Neurological,75.0,2024-03,6.0
12005264.0,4/1/2023 9:42,D0088,Fluoxetine,Antihistamine,56.0,2023-05,3.0
12005264.0,4/1/2023 9:42,D0100,Sitagliptin,Psychotropic,194.0,2023-06,7.0
12005264.0,4/1/2023 9:42,D0047,Ezetimibe,Psychotropic,140.0,2024-01,6.0
12005264.0,4/1/2023 9:42,D0060,Lamotrigine,Antihistamine,166.0,2023-06,3.0
12005264.0,4/1/2023 9:42,D0058,Losartan,Psychotropic,126.0,2023-06,8.0
12005265.0,4/1/2023 9:43,D0029,Meloxicam,Antifungal,128.0,2023-08,6.0
12005265.0,4/1/2023 9:43,D0034,Naproxen,Respiratory,50.0,2023-08,2.0
12005265.0,4/1/2023 9:43,D0079,Bisacodyl,Oncology,84.0,2024-01,10.0
12005265.0,4/1/2023 9:43,D0017,Polyethylene Glycol,Diabetes,111.0,2024-03,9.0
12005266.0,4/1/2023 9:44,D0095,Valsartan,Oncology,44.0,2023-05,7.0
12005266.0,4/1/2023 9:44,D0048,Citalopram,Immunosuppressant,187.0,2023-07,4.0
12005266.0,4/1/2023 9:44,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2023-08,10.0
12005266.0,4/1/2023 9:44,D0092,Timolol,Respiratory,169.0,2024-01,1.0
12005267.0,4/1/2023 9:45,D0029,Nebivolol,Immunosuppressant,79.0,2023-10,7.0
12005267.0,4/1/2023 9:45,D0029,Alprazolam,Analgesic,141.0,2023-10,3.0
12005267.0,4/1/2023 9:45,D0076,Enalapril,Antiviral,112.0,2023-07,4.0
12005267.0,4/1/2023 9:45,D0100,Sitagliptin,Psychotropic,194.0,2023-09,4.0
12005268.0,4/1/2023 9:46,D0013,Travoprost,Dermatological,198.0,2023-06,5.0
12005268.0,4/1/2023 9:46,D0088,Bupropion,Respiratory,27.0,2023-08,9.0
12005268.0,4/1/2023 9:46,D0029,Oxycodone,Cardiovascular,87.0,2024-03,6.0
12005268.0,4/1/2023 9:46,D0030,Montelukast,Dermatological,93.0,2023-10,5.0
12005268.0,4/1/2023 9:46,D0028,Dorzolamide,Immunosuppressant,28.0,2023-08,7.0
12005269.0,4/1/2023 9:47,D0058,Losartan,Psychotropic,126.0,2023-10,1.0
12005269.0,4/1/2023 9:47,D0085,Rivastigmine,Hormonal,72.0,2024-02,4.0
12005269.0,4/1/2023 9:47,D0062,Prednisone,Antihistamine,75.0,2023-12,4.0
12005269.0,4/1/2023 9:47,D0083,Pioglitazone,Diabetes,129.0,2024-03,7.0
12005270.0,4/1/2023 9:48,D0098,Tamsulosin,Oncology,122.0,2023-05,7.0
12005270.0,4/1/2023 9:48,D0048,Citalopram,Immunosuppressant,187.0,2024-02,3.0
12005270.0,4/1/2023 9:48,D0018,Simvastatin,Respiratory,124.0,2023-12,6.0
12005270.0,4/1/2023 9:48,D0036,Famotidine,Antihistamine,87.0,2023-05,3.0
12005270.0,4/1/2023 9:48,D0075,Risperidone,Antibiotic,129.0,2023-08,3.0
12005271.0,4/1/2023 9:49,D0065,Trazodone,Psychotropic,45.0,2024-03,4.0
12005271.0,4/1/2023 9:49,D0052,Cephalexin,Antibiotic,64.0,2024-01,4.0
12005272.0,4/1/2023 9:50,D0099,Omeprazole,Psychotropic,116.0,2023-10,2.0
12005273.0,4/1/2023 9:51,D0073,Quetiapine,Oncology,41.0,2023-07,1.0
12005273.0,4/1/2023 9:51,D0067,Clindamycin,Respiratory,189.0,2023-12,1.0
12005274.0,4/1/2023 9:52,D0092,Timolol,Respiratory,169.0,2023-11,3.0
12005274.0,4/1/2023 9:52,D0052,Clonazepam,Oncology,181.0,2023-10,8.0
12005275.0,4/1/2023 9:53,D0079,Topiramate,Hormonal,29.0,2023-11,6.0
12005275.0,4/1/2023 9:53,D0058,Losartan,Psychotropic,126.0,2024-02,7.0
12005276.0,4/1/2023 9:54,D0077,Digoxin,Antibiotic,186.0,2023-12,3.0
12005276.0,4/1/2023 9:54,D0056,Zolpidem,Antifungal,122.0,2023-06,7.0
12005276.0,4/1/2023 9:54,D0051,Ciprofloxacin,Psychotropic,106.0,2023-10,10.0
12005277.0,4/1/2023 9:55,D0068,Tetracycline,Immunosuppressant,149.0,2023-06,8.0
12005278.0,4/1/2023 9:56,D0073,Quetiapine,Oncology,41.0,2024-02,4.0
12005278.0,4/1/2023 9:56,D0003,Glipizide,Dermatological,97.0,2023-12,2.0
12005278.0,4/1/2023 9:56,D0098,Tamsulosin,Oncology,122.0,2023-09,9.0
12005278.0,4/1/2023 9:56,D0006,Escitalopram,Diabetes,110.0,2023-05,9.0
12005278.0,4/1/2023 9:56,D0095,Tiagabine,Respiratory,96.0,2023-09,10.0
12005279.0,4/1/2023 9:57,D0076,Enalapril,Antiviral,112.0,2023-07,5.0
12005279.0,4/1/2023 9:57,D0093,Galantamine,Immunosuppressant,165.0,2023-08,4.0
12005279.0,4/1/2023 9:57,D0003,Glipizide,Dermatological,97.0,2024-01,7.0
12005280.0,4/1/2023 9:58,D0076,Enalapril,Antiviral,112.0,2023-11,2.0
12005281.0,4/1/2023 9:59,D0029,Alprazolam,Analgesic,141.0,2023-11,7.0
12005281.0,4/1/2023 9:59,D0030,Montelukast,Dermatological,93.0,2023-08,6.0
12005281.0,4/1/2023 9:59,D0029,Oxycodone,Cardiovascular,87.0,2023-12,7.0
12005282.0,4/1/2023 10:00,D0071,Insulin Glargine,Dermatological,46.0,2023-05,7.0
12005282.0,4/1/2023 10:00,D0049,Donepezil,Antiviral,184.0,2023-06,8.0
12005282.0,4/1/2023 10:00,D0056,Lactulose,Hormonal,184.0,2023-12,9.0
12005282.0,4/1/2023 10:00,D0098,Tamsulosin,Oncology,122.0,2024-01,2.0
12005283.0,4/1/2023 10:01,D0070,Sildenafil,Hormonal,39.0,2023-11,10.0
12005283.0,4/1/2023 10:01,D0073,Quetiapine,Oncology,41.0,2023-11,5.0
12005283.0,4/1/2023 10:01,D0024,Lubiprostone,Gastrointestinal,27.0,2024-02,9.0
12005283.0,4/1/2023 10:01,D0001,Amlodipine,Antiviral,160.0,2024-01,3.0
12005284.0,4/1/2023 10:02,D0051,Ciprofloxacin,Psychotropic,106.0,2024-01,4.0
12005284.0,4/1/2023 10:02,D0059,Sertraline,Diabetes,200.0,2023-11,3.0
12005284.0,4/1/2023 10:02,D0065,Trazodone,Psychotropic,45.0,2023-12,6.0
12005284.0,4/1/2023 10:02,D0049,Metoprolol,Diabetes,66.0,2023-12,5.0
12005285.0,4/1/2023 10:03,D0070,Sildenafil,Hormonal,39.0,2024-01,9.0
12005285.0,4/1/2023 10:03,D0088,Furosemide,Hormonal,138.0,2023-09,4.0
12005286.0,4/1/2023 10:04,D0032,Esomeprazole,Gastrointestinal,138.0,2023-06,7.0
12005286.0,4/1/2023 10:04,D0026,Senna,Immunosuppressant,46.0,2023-05,3.0
12005287.0,4/1/2023 10:05,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2023-09,9.0
12005287.0,4/1/2023 10:05,D0099,Omeprazole,Psychotropic,116.0,2023-12,9.0
12005287.0,4/1/2023 10:05,D0071,Fenofibrate,Hormonal,115.0,2024-01,4.0
12005287.0,4/1/2023 10:05,D0062,Prednisone,Antihistamine,75.0,2024-01,8.0
12005287.0,4/1/2023 10:05,D0006,Escitalopram,Diabetes,110.0,2023-07,7.0
12005288.0,4/1/2023 10:06,D0088,Furosemide,Hormonal,138.0,2023-06,10.0
12005289.0,4/1/2023 10:07,D0068,Tetracycline,Immunosuppressant,149.0,2023-12,9.0
12005289.0,4/1/2023 10:07,D0022,Amoxicillin,Cardiovascular,31.0,2023-08,4.0
12005289.0,4/1/2023 10:07,D0052,Clonazepam,Oncology,181.0,2023-07,4.0
12005289.0,4/1/2023 10:07,D0076,Enalapril,Antiviral,112.0,2023-11,5.0
12005290.0,4/1/2023 10:08,D0003,Glipizide,Dermatological,97.0,2023-11,7.0
12005290.0,4/1/2023 10:08,D0056,Zolpidem,Antifungal,122.0,2023-05,4.0
12005290.0,4/1/2023 10:08,D0083,Pioglitazone,Diabetes,129.0,2023-09,7.0
12005290.0,4/1/2023 10:08,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2023-05,2.0
12005291.0,4/1/2023 10:09,D0093,Galantamine,Immunosuppressant,165.0,2023-06,4.0
12005291.0,4/1/2023 10:09,D0069,Linagliptin,Diabetes,78.0,2023-07,5.0
12005292.0,4/1/2023 10:10,D0010,Tramadol,Oncology,43.0,2024-03,9.0
12005292.0,4/1/2023 10:10,D0050,Lansoprazole,Analgesic,34.0,2023-08,1.0
12005292.0,4/1/2023 10:10,D0095,Valsartan,Oncology,44.0,2023-08,7.0
12005292.0,4/1/2023 10:10,D0093,Docusate,Neurological,70.0,2023-09,4.0
12005293.0,4/1/2023 10:11,D0062,Prednisone,Antihistamine,75.0,2023-05,10.0
12005293.0,4/1/2023 10:11,D0032,Esomeprazole,Gastrointestinal,138.0,2023-06,8.0
12005294.0,4/1/2023 10:12,D0058,Losartan,Psychotropic,126.0,2024-03,9.0
12005294.0,4/1/2023 10:12,D0083,Pioglitazone,Diabetes,129.0,2023-07,1.0
12005294.0,4/1/2023 10:12,D0100,Sitagliptin,Psychotropic,194.0,2024-01,3.0
12005295.0,4/1/2023 10:13,D0021,Atorvastatin,Immunosuppressant,70.0,2023-11,10.0
12005296.0,4/1/2023 10:14,D0022,Amoxicillin,Cardiovascular,31.0,2023-12,6.0
12005296.0,4/1/2023 10:14,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2024-01,2.0
12005297.0,4/1/2023 10:15,D0068,Tetracycline,Immunosuppressant,149.0,2023-09,10.0
12005298.0,4/1/2023 10:16,D0010,Tramadol,Oncology,43.0,2023-06,7.0
12005299.0,4/1/2023 10:17,D0049,Donepezil,Antiviral,184.0,2023-08,8.0
12005299.0,4/1/2023 10:17,D0091,Metformin,Analgesic,56.0,2023-11,10.0
12005299.0,4/1/2023 10:17,D0093,Docusate,Neurological,70.0,2023-11,2.0
12005299.0,4/1/2023 10:17,D0100,Sitagliptin,Psychotropic,194.0,2023-05,4.0
12005300.0,4/1/2023 10:18,D0064,Azithromycin,Psychotropic,191.0,2023-05,10.0
12005300.0,4/1/2023 10:18,D0066,Latanoprost,Psychotropic,177.0,2024-01,2.0
12005301.0,4/1/2023 10:19,D0049,Metoprolol,Diabetes,66.0,2024-02,5.0
12005301.0,4/1/2023 10:19,D0068,Aripiprazole,Hormonal,183.0,2024-01,2.0
12005301.0,4/1/2023 10:19,D0036,Famotidine,Antihistamine,87.0,2024-01,7.0
12005301.0,4/1/2023 10:19,D0033,Mirtazapine,Antiviral,158.0,2023-07,3.0
12005302.0,4/1/2023 10:20,D0071,Fenofibrate,Hormonal,115.0,2023-05,10.0
12005302.0,4/1/2023 10:20,D0019,Warfarin,Antibiotic,28.0,2024-03,6.0
12005302.0,4/1/2023 10:20,D0034,Memantine,Cardiovascular,142.0,2023-08,4.0
12005302.0,4/1/2023 10:20,D0036,Famotidine,Antihistamine,87.0,2024-02,4.0
12005302.0,4/1/2023 10:20,D0093,Docusate,Neurological,70.0,2023-09,7.0
12005303.0,4/1/2023 10:21,D0001,Amlodipine,Antiviral,160.0,2023-11,1.0
12005303.0,4/1/2023 10:21,D0065,Trazodone,Psychotropic,45.0,2024-01,1.0
12005303.0,4/1/2023 10:21,D0093,Galantamine,Immunosuppressant,165.0,2023-05,7.0
12005303.0,4/1/2023 10:21,D0024,Lubiprostone,Gastrointestinal,27.0,2024-02,1.0
12005303.0,4/1/2023 10:21,D0099,Omeprazole,Psychotropic,116.0,2023-06,8.0
12005304.0,4/1/2023 10:22,D0068,Aripiprazole,Hormonal,183.0,2023-06,9.0
12005304.0,4/1/2023 10:22,D0069,Linagliptin,Diabetes,78.0,2023-05,6.0
12005305.0,4/1/2023 10:23,D0071,Fenofibrate,Hormonal,115.0,2023-07,10.0
12005305.0,4/1/2023 10:23,D0029,Nebivolol,Immunosuppressant,79.0,2023-09,8.0
12005305.0,4/1/2023 10:23,D0015,Cyclobenzaprine,Immunosuppressant,138.0,2024-01,1.0
12005305.0,4/1/2023 10:23,D0088,Furosemide,Hormonal,138.0,2023-10,7.0
12005306.0,4/1/2023 10:24,D0034,Memantine,Cardiovascular,142.0,2023-12,5.0
12005307.0,4/1/2023 10:25,D0022,Amoxicillin,Cardiovascular,31.0,2023-07,4.0
12005307.0,4/1/2023 10:25,D0079,Topiramate,Hormonal,29.0,2023-06,7.0
12005307.0,4/1/2023 10:25,D0068,Tetracycline,Immunosuppressant,149.0,2023-12,6.0
12005307.0,4/1/2023 10:25,D0018,Simvastatin,Respiratory,124.0,2023-06,2.0
12005308.0,4/1/2023 10:26,D0064,Azithromycin,Psychotropic,191.0,2023-08,3.0
12005308.0,4/1/2023 10:26,D0019,Warfarin,Antibiotic,28.0,2024-02,9.0
12005308.0,4/1/2023 10:26,D0050,Lansoprazole,Analgesic,34.0,2023-09,9.0
12005308.0,4/1/2023 10:26,D0030,Hydrochlorothiazide,Cardiovascular,164.0,2023-10,4.0
12005308.0,4/1/2023 10:26,D0026,Senna,Immunosuppressant,46.0,2023-07,8.0
12005309.0,4/1/2023 10:27,D0026,Senna,Immunosuppressant,46.0,2023-11,8.0
12005309.0,4/1/2023 10:27,D0010,Tramadol,Oncology,43.0,2023-12,3.0
12005309.0,4/1/2023 10:27,D0021,Clopidogrel,Antiviral,78.0,2023-06,1.0
12005309.0,4/1/2023 10:27,D0073,Doxycycline,Cardiovascular,188.0,2023-07,7.0
12005310.0,4/1/2023 10:28,D0052,Clonazepam,Oncology,181.0,2023-05,9.0
12005310.0,4/1/2023 10:28,D0062,Prednisone,Antihistamine,75.0,2023-11,9.0
12005311.0,4/1/2023 10:29,D0088,Furosemide,Hormonal,138.0,2023-08,5.0
12005311.0,4/1/2023 10:29,D0058,Losartan,Psychotropic,126.0,2023-06,7.0
12005311.0,4/1/2023 10:29,D0099,Omeprazole,Psychotropic,116.0,2024-03,5.0
12005311.0,4/1/2023 10:29,D0059,Sertraline,Diabetes,200.0,2024-03,7.0
12005312.0,4/1/2023 10:30,D0095,Valsartan,Oncology,44.0,2023-08,9.0
12005313.0,4/1/2023 10:31,D0028,Dorzolamide,Immunosuppressant,28.0,2023-11,7.0
12005313.0,4/1/2023 10:31,D0029,Meloxicam,Antifungal,128.0,2023-11,10.0
12005313.0,4/1/2023 10:31,D0056,Lactulose,Hormonal,184.0,2023-11,4.0
12005313.0,4/1/2023 10:31,D0052,Clonazepam,Oncology,181.0,2024-01,1.0
12005313.0,4/1/2023 10:31,D0013,Travoprost,Dermatological,198.0,2023-12,3.0
12005314.0,4/1/2023 10:32,D0075,Risperidone,Antibiotic,129.0,2023-06,7.0
12005314.0,4/1/2023 10:32,D0012,Ibuprofen,Gastrointestinal,84.0,2023-06,4.0
12005314.0,4/1/2023 10:32,D0059,Sertraline,Diabetes,200.0,2023-06,5.0
12005315.0,4/1/2023 10:33,D0023,Nitroglycerin,Oncology,144.0,2023-12,10.0
12005315.0,4/1/2023 10:33,D0050,Lansoprazole,Analgesic,34.0,2024-01,4.0
12005315.0,4/1/2023 10:33,D0012,Ibuprofen,Gastrointestinal,84.0,2023-11,1.0
12005315.0,4/1/2023 10:33,D0068,Aripiprazole,Hormonal,183.0,2023-09,4.0
12005316.0,4/1/2023 10:34,D0003,Glipizide,Dermatological,97.0,2023-10,7.0
12005316.0,4/1/2023 10:34,D0029,Alprazolam,Analgesic,141.0,2023-06,1.0
12005316.0,4/1/2023 10:34,D0075,Risperidone,Antibiotic,129.0,2024-03,6.0
12005316.0,4/1/2023 10:34,D0010,Pravastatin,Dermatological,62.0,2023-08,10.0
12005317.0,4/1/2023 10:35,D0029,Meloxicam,Antifungal,128.0,2024-02,5.0
12005317.0,4/1/2023 10:35,D0030,Montelukast,Dermatological,93.0,2023-09,2.0
12005317.0,4/1/2023 10:35,D0023,Nitroglycerin,Oncology,144.0,2023-08,6.0
12005318.0,4/1/2023 10:36,D0071,Insulin Glargine,Dermatological,46.0,2023-09,2.0
12005318.0,4/1/2023 10:36,D0006,Escitalopram,Diabetes,110.0,2023-09,5.0
12005318.0,4/1/2023 10:36,D0036,Famotidine,Antihistamine,87.0,2023-12,2.0
12005318.0,4/1/2023 10:36,D0013,Travoprost,Dermatological,198.0,2024-01,3.0
12005319.0,4/1/2023 10:37,D0052,Clonazepam,Oncology,181.0,2023-06,7.0
12005319.0,4/1/2023 10:37,D0003,Glipizide,Dermatological,97.0,2024-03,8.0
12005320.0,4/1/2023 10:38,D0004,Duloxetine,Neurological,156.0,2023-12,4.0
12005320.0,4/1/2023 10:38,D0019,Warfarin,Antibiotic,28.0,2023-09,9.0
12005321.0,4/1/2023 10:39,D0010,Tramadol,Oncology,43.0,2023-10,9.0
